eadpool max workers: 1000
2026-05-11T22:49:04 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 1786d032-6a0b-4bba-8716-c866765d6b05, function type: sync, timestamp (UTC): 2026-05-12 03:49:04.167405, sync threadpool max workers: 1000
2026-05-11T22:49:29 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 3209777c-77ce-4c8a-a6a8-aee40e2647be, function type: sync, timestamp (UTC): 2026-05-12 03:49:29.201141, sync threadpool max workers: 1000
2026-05-11T22:49:31 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 36aab153-1392-4c19-8389-a2bb3cf1cab5, function type: sync, timestamp (UTC): 2026-05-12 03:49:31.704125, sync threadpool max workers: 1000
2026-05-11T22:49:34 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 01660283-3023-4529-8764-8ba2737183fa, function type: sync, timestamp (UTC): 2026-05-12 03:49:34.207698, sync threadpool max workers: 1000
2026-05-11T22:49:36 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 459dc59f-1b73-4123-aef5-ece1e61dc759, function type: sync, timestamp (UTC): 2026-05-12 03:49:36.711299, sync threadpool max workers: 1000
2026-05-11T22:49:39 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 7f11e55e-b9d1-437e-8dd0-fa5ee374eae2, function type: sync, timestamp (UTC): 2026-05-12 03:49:39.215045, sync threadpool max workers: 1000
2026-05-11T22:49:41 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: b59a4f6f-81e2-458f-8929-4f6ed1310043, function type: sync, timestamp (UTC): 2026-05-12 03:49:41.718517, sync threadpool max workers: 1000
2026-05-11T22:49:44 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: b28027e2-e2cc-4e6e-af26-9d355d78924e, function type: sync, timestamp (UTC): 2026-05-12 03:49:44.222112, sync threadpool max workers: 1000
2026-05-11T22:49:46 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 35b1e78f-b345-4b09-bca8-29080411e3fe, function type: sync, timestamp (UTC): 2026-05-12 03:49:46.724973, sync threadpool max workers: 1000
2026-05-11T22:49:49 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 6ad3f02c-54fe-455b-b652-4360c93092a8, function type: sync, timestamp (UTC): 2026-05-12 03:49:49.227816, sync threadpool max workers: 1000
2026-05-11T22:49:51 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 7b3cd358-c6ee-411f-a20a-5d4c6a2bbece, function type: sync, timestamp (UTC): 2026-05-12 03:49:51.731068, sync threadpool max workers: 1000
2026-05-11T22:49:54 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: d8506aec-beb1-4044-9664-6f9697923227, function type: sync, timestamp (UTC): 2026-05-12 03:49:54.234681, sync threadpool max workers: 1000
2026-05-11T22:49:56 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 66c569fe-f880-40da-93cb-c32fbdeda478, function type: sync, timestamp (UTC): 2026-05-12 03:49:56.738232, sync threadpool max workers: 1000
2026-05-11T22:49:59 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 5b49ef3f-222f-4573-9760-f57d49c8b6e6, function type: sync, timestamp (UTC): 2026-05-12 03:49:59.241935, sync threadpool max workers: 1000
2026-05-11T22:50:01 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 7dbfd26f-01e0-4b78-b2fb-c2b39c53c287, function type: sync, timestamp (UTC): 2026-05-12 03:50:01.745046, sync threadpool max workers: 1000
2026-05-11T22:50:04 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 5db2d0b2-88d5-4c5f-b528-877015adc8e4, function type: sync, timestamp (UTC): 2026-05-12 03:50:04.248894, sync threadpool max workers: 1000
2026-05-11T22:50:06 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: de4c24ba-b35c-4488-ae07-909996417e16, function type: sync, timestamp (UTC): 2026-05-12 03:50:06.752110, sync threadpool max workers: 1000
2026-05-11T22:50:09 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 2d96c183-2f20-48f7-89d9-bd26d96990a5, function type: sync, timestamp (UTC): 2026-05-12 03:50:09.255681, sync threadpool max workers: 1000
2026-05-11T22:50:11 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 5754460c-5919-4372-9b59-6efe51e1f755, function type: sync, timestamp (UTC): 2026-05-12 03:50:11.758973, sync threadpool max workers: 1000
2026-05-11T22:50:14 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: d0793db7-b49c-4494-98df-79434eafa890, function type: sync, timestamp (UTC): 2026-05-12 03:50:14.262268, sync threadpool max workers: 1000
2026-05-11T22:50:16 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 761c81dc-b926-4b6b-82d7-3fa62aefe97a, function type: sync, timestamp (UTC): 2026-05-12 03:50:16.766230, sync threadpool max workers: 1000
2026-05-11T22:50:19 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 59cbec4a-8e00-435b-837e-6dea40cea9a0, function type: sync, timestamp (UTC): 2026-05-12 03:50:19.270080, sync threadpool max workers: 1000
2026-05-11T22:50:21 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 475fa996-d4bf-41e5-915c-4259a91d520f, function type: sync, timestamp (UTC): 2026-05-12 03:50:21.773282, sync threadpool max workers: 1000
2026-05-11T22:50:22 | INFO | planner_sync_service_v5 | 📊 Health Check: processed=0 pending=0 failed=0 rate=ok webhooks=1
2026-05-11T22:50:24 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 60acab6b-ca36-4f2e-9721-60d101e2ccda, function type: sync, timestamp (UTC): 2026-05-12 03:50:24.276452, sync threadpool max workers: 1000
2026-05-11T22:50:26 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 3be7166f-7e61-4e45-b5a9-3150ff59df3a, function type: sync, timestamp (UTC): 2026-05-12 03:50:26.780523, sync threadpool max workers: 1000
2026-05-11T22:50:29 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 5da0911e-0816-423e-bd5e-68be0545759a, function type: sync, timestamp (UTC): 2026-05-12 03:50:29.284208, sync threadpool max workers: 1000
2026-05-11T22:50:31 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: aed4ac92-68a1-4a08-bdde-0e4c9592f267, function type: sync, timestamp (UTC): 2026-05-12 03:50:31.788001, sync threadpool max workers: 1000
2026-05-11T22:50:34 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 1b45fd76-7de2-4197-b852-f0c3b32ab49c, function type: sync, timestamp (UTC): 2026-05-12 03:50:34.291257, sync threadpool max workers: 1000
2026-05-11T22:50:36 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: c1ac926d-557f-4a45-966c-1cb02fe5d075, function type: sync, timestamp (UTC): 2026-05-12 03:50:36.794299, sync threadpool max workers: 1000
2026-05-11T22:50:39 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: e3912370-48eb-4282-9a74-f920a6513d59, function type: sync, timestamp (UTC): 2026-05-12 03:50:39.298068, sync threadpool max workers: 1000
2026-05-11T22:50:41 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: a1762d9d-95b1-4e07-a86e-a52bccfc4591, function type: sync, timestamp (UTC): 2026-05-12 03:50:41.801241, sync threadpool max workers: 1000
2026-05-11T22:50:44 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: d530ecb7-906f-4c88-9a6d-6074c49e0c84, function type: sync, timestamp (UTC): 2026-05-12 03:50:44.304948, sync threadpool max workers: 1000
2026-05-11T22:50:46 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: b7ad3197-3620-4dc1-9003-e15a989157c7, function type: sync, timestamp (UTC): 2026-05-12 03:50:46.808629, sync threadpool max workers: 1000
2026-05-11T22:50:49 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: c75187b3-9ac7-403d-9de7-9e12649da481, function type: sync, timestamp (UTC): 2026-05-12 03:50:49.311334, sync threadpool max workers: 1000
2026-05-11T22:50:51 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 503fe8d1-87f4-4454-8b3c-71fdcf98cb4b, function type: sync, timestamp (UTC): 2026-05-12 03:50:51.814706, sync threadpool max workers: 1000
2026-05-11T22:50:54 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: c60b641e-0b8c-41b9-88c1-8ef12b0e8d99, function type: sync, timestamp (UTC): 2026-05-12 03:50:54.317414, sync threadpool max workers: 1000
2026-05-11T22:50:56 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: a582cf8c-d043-414d-a496-849609a9f837, function type: sync, timestamp (UTC): 2026-05-12 03:50:56.820954, sync threadpool max workers: 1000
2026-05-11T22:50:59 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 9d911a5b-8395-43b4-983f-2fa6f6746480, function type: sync, timestamp (UTC): 2026-05-12 03:50:59.324341, sync threadpool max workers: 1000
2026-05-11T22:51:01 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 0a120484-794a-4432-ab63-3b0821121d2f, function type: sync, timestamp (UTC): 2026-05-12 03:51:01.827284, sync threadpool max workers: 1000
2026-05-11T22:51:04 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 068fb3e4-4c7a-459f-93f5-82044593a179, function type: sync, timestamp (UTC): 2026-05-12 03:51:04.330393, sync threadpool max workers: 1000
2026-05-11T22:51:06 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: c94e54d4-bfdc-4a6a-828b-e5618e90ffbc, function type: sync, timestamp (UTC): 2026-05-12 03:51:06.833410, sync threadpool max workers: 1000
2026-05-11T22:51:09 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 5f310f27-69dd-43f6-a7cb-6bbb1667c0fe, function type: sync, timestamp (UTC): 2026-05-12 03:51:09.336312, sync threadpool max workers: 1000
2026-05-11T22:51:11 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: d24d8d27-6215-404c-9993-0d05a7a4a95f, function type: sync, timestamp (UTC): 2026-05-12 03:51:11.839464, sync threadpool max workers: 1000
2026-05-11T22:51:14 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: ee7e4dec-b940-47d4-8adb-1a81c5cec09c, function type: sync, timestamp (UTC): 2026-05-12 03:51:14.342923, sync threadpool max workers: 1000
2026-05-11T22:51:16 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: aacf0eed-4567-42d1-96ba-757fa5981878, function type: sync, timestamp (UTC): 2026-05-12 03:51:16.845951, sync threadpool max workers: 1000
2026-05-11T22:51:19 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 3d8e8089-8e97-4906-8612-c31d31b661e4, function type: sync, timestamp (UTC): 2026-05-12 03:51:19.348874, sync threadpool max workers: 1000
2026-05-11T22:51:21 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: d3c7adfe-555c-4a5d-870f-679895658061, function type: sync, timestamp (UTC): 2026-05-12 03:51:21.852053, sync threadpool max workers: 1000
2026-05-11T22:51:22 | INFO | planner_sync_service_v5 | 📊 Health Check: processed=0 pending=0 failed=0 rate=ok webhooks=1
2026-05-11T22:51:24 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: a09d97d9-a7ed-476a-9a4f-5ea8867de9eb, function type: sync, timestamp (UTC): 2026-05-12 03:51:24.355252, sync threadpool max workers: 1000
2026-05-11T22:51:26 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: ead28c56-1b61-4c10-aebe-5e61e2793f9a, function type: sync, timestamp (UTC): 2026-05-12 03:51:26.859430, sync threadpool max workers: 1000
2026-05-11T22:51:29 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 32b82dc4-e8d0-415a-9efa-e1dfaa81b95e, function type: sync, timestamp (UTC): 2026-05-12 03:51:29.362708, sync threadpool max workers: 1000
2026-05-11T22:51:31 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 8b09defe-1a6a-4bf6-9e5b-2c50074588f6, function type: sync, timestamp (UTC): 2026-05-12 03:51:31.865843, sync threadpool max workers: 1000
2026-05-11T22:51:34 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: a5762f54-5a8d-40ea-aa59-cd10b3a3b6d4, function type: sync, timestamp (UTC): 2026-05-12 03:51:34.369447, sync threadpool max workers: 1000
2026-05-11T22:51:36 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 58303270-7019-4847-8568-8b6c17b3bfe3, function type: sync, timestamp (UTC): 2026-05-12 03:51:36.873396, sync threadpool max workers: 1000
2026-05-11T22:51:39 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: a2554880-a2bc-4917-84a1-d747300c51c7, function type: sync, timestamp (UTC): 2026-05-12 03:51:39.377111, sync threadpool max workers: 1000
2026-05-11T22:51:41 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: cd3e4ed9-de50-4075-9700-6f5880911dd0, function type: sync, timestamp (UTC): 2026-05-12 03:51:41.880246, sync threadpool max workers: 1000
2026-05-11T22:51:44 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: d81eb2dc-5844-44fd-8eca-6cc4debb355d, function type: sync, timestamp (UTC): 2026-05-12 03:51:44.383241, sync threadpool max workers: 1000
2026-05-11T22:51:46 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: 07398b5b-2ae5-4b7a-b61e-2983e6cb20dc, function type: sync, timestamp (UTC): 2026-05-12 03:51:46.886190, sync threadpool max workers: 1000
2026-05-11T22:51:49 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: a287082c-08af-4036-9a20-a3e073592231, function type: sync, timestamp (UTC): 2026-05-12 03:51:49.390282, sync threadpool max workers: 1000
2026-05-11T22:51:51 | INFO | azure_functions_worker | Received FunctionInvocationRequest, request ID: 883fa8c1-f185-4bd4-a973-ef5aa35fd808, function ID: 5c8aba1c-6a9b-5068-81c1-70e4b9a102a5, function name: readiness_check, invocation ID: d41c819c-1609-4296-898a-b8353322c620, function type: sync, timestamp (UTC): 2026-05-12 03:51:51.893638, sync threadpool max workers: 1000
